image,ad_url,title,currency,price,city,date,description,bedrooms
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/luxury-condos-with-5-stars-amenities-for-rent/1632325839,LUXURY CONDOS WITH 5 STARS AMENITIES FOR RENT,$,"2,300",City of Toronto,09-09-2022,"***PLEASE READ THE AD FIRST*** *PLEASE DO NOT CONTACT IF YOU DON'T HAVE THE REQUIREMENTS. *PLEASE MSG ME WITH YOUR CRITERIA.(budget, move in date, area) *NO STUDENTS PLEASE * NO SHORT TERM LEASES ...",1
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/15-holmes-avenue-azura-condos-brand-new-1-bedroom-den-w-te/1632325697,15 HOLMES AVENUE - AZURA CONDOS - BRAND NEW 1 BEDROOM + DEN W/TE,$,"2,500",Toronto,09-09-2022,* * * PLEASE REPLY FROM YOUR PERSONAL EMAIL ADDRESS FOR THE QUICKEST RESPONSE & AN APPLICATION FORM TO INFO@ELIZABETHGOULART.COM * * * WATCH THIS LIVE VIDEO TOUR: ...,1
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/luxury-condos-with-great-amenities-for-rent/1632325583,LUXURY CONDOS WITH GREAT AMENITIES FOR RENT,$,"2,300",City of Toronto,09-09-2022,"***PLEASE READ THE AD FIRST*** *PLEASE DO NOT CONTACT IF YOU DON'T HAVE THE REQUIREMENTS. *PLEASE MSG ME WITH YOUR CRITERIA.(budget, move in date, area) *NO STUDENTS PLEASE * NO SHORT TERM LEASES ...",1
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/renovated-1-bedroom-and-bachelor-available/1600991167,Renovated 1 bedroom and bachelor available,$,"1,975",City of Toronto,09-09-2022,"Renovated 1 bedroom and bachelor available NEW Renovated unit with stainless steel appliances. On-site laundry (card or coin). Security on site. Steps to schools, TTC, shops, restaurants. Ask about ...",1
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/scarborough-2-bedroom-apartment-for-rent-4-treewood-street/1627966389,Scarborough 2 Bedroom Apartment for Rent - 4 Treewood Street,$,"2,353",City of Toronto,09-09-2022,"Current Promotions View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing.Virtual Open House: View our units by clicking the virtual tour ...",2
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/3bedroom-3washroom-1kitchen/1632325282,3bedroom+3washroom+1kitchen,$,"2,600",Toronto,09-09-2022,"1】 Address :175 Apache Trail North York 2】 Area: 1500 feet 3】 Check-in time: right away 4】 Rental duration: one year 5】 Rental requirement: $2,600 6】 deposit method: first one tail one bet 7. Around ...",3
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/newly-renovated-2-bedroom-2-bath-basement-for-rent-scarborough/1632325239,NEWLY RENOVATED 2 Bedroom 2 Bath Basement For Rent Scarborough,$,"2,150",Toronto,09-09-2022,Brand New and Newly Renovated Basement for Rent in Scarborough This beautiful 2 bedroom 2 bathroom basement apartment has a separate entrance. Brand new laminate and tile (kitchen) floors. Pot lights ...,2
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bed-1-bath-apartment-for-rent-toronto-college-st-and-d/1631397942,1 BED | 1 BATH - APARTMENT FOR RENT - TORONTO | COLLEGE ST AND D,$,"1,845",Toronto,09-09-2022,"1 Bedroom | 1 Bathroom, Stainless Steel Appliances, Formica Countertops, Laminate Floors, Tons of Natural Light. OPEN 24/7 - HAVE QUESTIONS? CALL US ANY TIME: 905-385-8150 Note: The unit will be ...
                        
                            
                            
                                
                            
                            
                        

                        
                            
                                394 Dovercourt Road, Toronto, Ontario M6J 3E7 Close to Gardiner Expressway, College Street at Dovercourt Road Bus Stop, Brock Public School, Galleria Shopping Centre, Trinity Bellwoods Park, High Park, Royal Ontario Museum, Casa Loma, Spadina Museum,",1
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/basement-apartment-for-rent-close-to-uoft-scarbrough-campus/1632324718,Basement Apartment for Rent (close to UofT Scarbrough campus),$,"1,800",Scarborough,09-09-2022,"Beautifully renovated legal basement with two bedrooms, two washrooms, kitchen, dining and living room.",2
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-full-basement-for-rent-victoria-park-401/1632324558,2 Bedroom Full Basement for Rent - Victoria Park/401,$,"2,200",Toronto,09-09-2022,"2 Bedroom Full Basement for rent All Inclusive Location: Toronto/Scarborough, Victoria Park / 401 Price: $2,200.00/month Full 2 Bedroom Completely Separate Bsmt Apartment With Separate Entrance, with ...",2
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bed-1bath-fully-renovated-house-with-back-yard-by-the-lake/1632324498,2 bed/1bath FULLY RENOVATED House with back yard by the lake,$,"2,950",Toronto,09-09-2022,"Lakeshore Living In A Fully Renovated Family-Friendly 2bedroom plus den Home South Of Lake Shore! Freshly Painted, New Floor, Brand new Kitchen, S/S Appliances & fully renovated Bath. Separate New ...",2
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/great-opportunity-to-live-in-a-newly-renovated-apartment-perfec/1608428894,Great opportunity to live in a newly renovated apartment. Perfec,$,"1,500",City of Toronto,09-09-2022,"Great opportunity to live in a newly renovated apartment. Perfect for two Students or Small Family or Yonge Professional 2 bedroom basement apartment with separate entrance. Living room, kitchen with ...",2
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/beautiful-3rd-floor-2-1-bedroom-apt-w-large-private-deck/1632323007,"Beautiful 3rd Floor, 2+1 Bedroom Apt w Large Private Deck",$,"3,000",Toronto,09-09-2022,"LOCATION In the heart of Little Italy, this spacious two-bedroom, third floor apartment in a century-old Victorian is on Euclid Ave, a quiet residential street, surrounded by Toronto's trendiest ...",2
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-large-bedroom-apartment-for-rent-october-1/1632322748,1 large bedroom apartment for rent October 1,$,"1,699",Toronto,09-09-2022,"1 large Bedroom Apartment for rent - Eglinton West & Caledonia (Oct 1) - Quiet 1 Bedroom apartment, at Eglinton West & Caledonia - Second floor, this is not a basement - $1699 / month + $100 / month ...",1
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-den-penthouse-for-rent-in-north-york/1632322264,2 Bedroom+Den- PENTHOUSE for RENT in NORTH YORK,$,"2,700",Toronto,09-09-2022,"Condo Penthouse with 2 Bedroom, 2 bathroom plus one Den available immediately for rent in North york location. Beautiful building with all amenities closeby. Bus stop is at the front entrance of the ...",2
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/studio-by-the-lake-avail-now/1632322098,►►► Studio by the lake-Avail. Now ►►►,$,"1,199",Toronto,09-09-2022,"Prime South Etobicoke by the lake Available Now **Bright open concept Studio Unit in a quiet low rise building by the lake **5 min walk from Humber College **High ceilings, South facing Suite **Easy ...","Beds:
                                                     Bachelor/Studio"
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1bed-1den-in-rosedale-bloor-bayview/1630617412,1bed 1den in Rosedale Bloor/Bayview,$,"2,500",Toronto,09-09-2022,"Best &quiet neighborhood, beautiful house, spacious private unit, top schools, walk to Downtown or subway stations",1
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1br-appartment-by-the-lake-avail-november-1/1632321892,►►► 1BR Appartment by the lake-Avail. November 1 ►►►,$,"1,795",Toronto,09-09-2022,"Nice & bright south etobicoke by the lake 1 BR unit Available November 1 **Bright open concept Studio Unit in a quiet low rise building by the lake **5 min walk from Humber College **High ceilings, ...",1
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/markham-basement/1632321858,Markham basement,$,"1,700",Markham,09-09-2022,"Basement In High Desirable Community In Markham. Separate Enterance Ideal for a single individual or couple that are Working professionals 2 Bedrooms ,1 Washroom , Excellent Location For Transit ...",2
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/house-for-rent-3-bed-rooms-2-washrooms-from-october-1-2022/1632321855,"House for rent  3 bed rooms +2 washrooms from October 1,2022",$,"2,900",Toronto,09-09-2022,"House for rent! 3 Fareham Crescent. Scarborough M1E1J8 A beautiful bungalow house with 3 spacious bedrooms, a big kitchen, neat and clean washroom and adequate driving space. Nearest Major ...",3
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/new-2-bedroom-2-bathroom-downtown-condo-w-parking-locker-util/1632321645,"New 2 Bedroom 2 Bathroom Downtown Condo w Parking, Locker, Util.",$,"2,700",Toronto,09-09-2022,"Make this spacious 2 bedroom, 2 bathroom condo your new home! Located right downtown close to shopping, transit and easy highway access. Very spacious at 980 square feet, plus balcony, located on ...",2
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/markham-basement/1632321574,Markham Basement,$,"1,700",Toronto,09-09-2022,"Basement In High Desirable Community In Markham. Separate Enterance Ideal for a single individual or couple that are Working professionals 2 Bedrooms ,1 Washroom , Excellent Location For Transit ...",2
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/lawrance-park-north-3-1-br-3bath-3-car-steps-to-yonge-subway/1632321414,Lawrance Park North 3+1 BR/3BATH 3 Car Steps to Yonge/Subway,$,"6,500",Toronto,09-09-2022,Rarely Offered Masterpiece Just Steps From Yonge Street!!! Immaculate Top To Bottom Professionally Renovated Home With 3 Large Bedrooms & 3 Bathrooms Located In The Prestigious Family Friendly ...,3
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/brand-new-renovated-1-bedroom/1622576198,Brand New Renovated 1 Bedroom!,$,"1,979",North York,09-09-2022,"4500 Jane St Rent: Starting from: $1979/month Utilities: Heat included Parking: Outdoor: $100/month, Indoor: $130/month To view our property from the comfort of your own home, click here for a ...",1
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/newly-renovated-2-bedroom-minutes-away-from-dvp/1632175952,Newly Renovated 2 Bedroom ~ minutes away from DVP!,$,"2,499",North York,09-09-2022,"74 Curlew Drive (North York) Lawrence Ave E. & Victoria Park Ave. Monthly rent: starting from $2,499 Utilities:Heat included, hydro and water extra Parking:$135 per month/indoor or $120 per ...",2
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/large-1-bedroom-with-luxurious-finishes-oconnor-st-clair/1632175738,Large 1 Bedroom with luxurious finishes ~ O'Connor & St. Clair!,$,"1,999",East York,09-09-2022,"5, 7 & 9 Stag Hill Drive (East York) O'Connor Dr. & St. Clair Ave E. Monthly rent: Starting from $1,999 Utilities: Heat and water included, hydro extra Parking: $100 per month/outdoor Suite Features: ...
                        
                            
                            
                                
                            
                            
                        

                        
                            
                                Book your virtual showing now! Please call for more details.",1
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/brand-new-renovated-2-bedroom-apartment-near-yorku-ttc/1528070191,"Brand new renovated 2 bedroom apartment! Near YorkU, TTC",$,"2,380",North York,09-09-2022,"4500 Jane St. Rent: Starting from $2380/month Utilities: Heat included Parking: Outdoor: $100/month, Indoor: $130/month To view our property from the comfort of your own home, click here for a ...",2
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/bachelor-with-high-end-finishes-close-to-o-connor-and-st-clair/1594815398,Bachelor with high end finishes ~Close to O’Connor and St. Clair,$,"1,760",East York,09-09-2022,"5, 7 & 9 Stag Hill Drive (East York) O'Connor Dr. & St. Clair Ave E. Monthly rent: Starting from $1760/month Utilities: Heat included, hydro and water extra Parking: $100 per month/outdoor To view ...
                        
                            
                            
                                
                            
                            
                        

                        
                            
                                Book your virtual showing now! Please call for more details.","Beds:
                                                     Bachelor/Studio"
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/gorgeous-1-bedroom-close-to-the-lake-go-station/1632175632,GORGEOUS 1 BEDROOM! Close to the lake + GO Station,$,"1,945",Etobicoke,09-09-2022,"55 Forty Second St., Etobicoke Lake Shore Blvd. W & Forty Second St. Monthly rent: Starting from $1945/month Utilities: Heat included, hydro and water extra Parking: $130 per month/indoor OR $100 per ...",1
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-on-quiet-residential-street-brand-new-renovations/1619543504,2 Bedroom on Quiet Residential Street ~ Brand New Renovations!,$,"2,444",East York,09-09-2022,"5, 7 & 9 Stag Hill Drive (East York) O'Connor Dr. & St. Clair Ave E. Monthly rent: Starting from $2444 Utilities: Heat included, hydro and water extra Parking: $100 per month/outdoor Suite Features: ...
                        
                            
                            
                                
                            
                            
                        

                        
                            
                                Book your virtual showing now! Please call for more details.",2
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/two-bedroom-plus-den-penthouse-minto-yorkville-penthouse-for/1631154490,Two Bedroom Plus Den Penthouse  | Minto Yorkville Penthouse for,$,"10,989",Toronto,09-09-2022,"Utilities Included Heat Water Oversized, premium, and pet friendly suites designed with an open concept layout, floor-to-ceiling windows, private balconies, in-suite laundry and storage space, air ...
                        
                            
                            
                                
                            
                            
                        

                        
                            
                                Premium Two Bedroom Plus Den Penthouse Suite",2
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/large-fully-renovated-1-bedroom/1544545679,LARGE FULLY RENOVATED 1 BEDROOM,$,"2,200",Toronto,09-09-2022,Graydon Hall is located In the heart of North York. Don Mills is a community that was designated as a heritage site. A quick five-minute walk to schools and huge suites makes 20 Graydon Hall a choice ...,1
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/large-2-bedroom-units-north-york-don-mills-york-mills/1544545678,LARGE 2 BEDROOM UNITS -north york @ don mills/york mills,$,"2,300",City of Toronto,09-09-2022,Graydon Hall is located In the heart of North York. Don Mills is a community that was designated as a heritage site. A quick five-minute walk to schools and huge suites makes 20 Graydon Hall a choice ...,2
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/house-for-rent/1632320953,House for Rent,$,"3,150",Toronto,09-09-2022,Prime Scarborough Location. Gorgeous Two Story 3 Bedrooms Semi Detached House for Rent On Very Quiet Court Near Rouge Beach. West Rough Area At Port Union Rd./Lawrence Ave. E. Area. Walking Distance ...,3
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-upper-beaches-spacious-upgraded-suites-call-now/1631151164,1 Bedroom - Upper Beaches! Spacious Upgraded Suites! Call now!,$,"2,099",Toronto,09-09-2022,"Hurry! Limited Time offer. Move-in on or before October 1st and get 1-month free rent for October on Select suites Hurry! Limited Time offer. Move-in on or before October 1st and get 1-month free ...
                        
                            
                            
                                
                            
                            
                        

                        
                            
                                FLASH SALE | Incredible Incentives, Virtual Tours &amp; Incredible Suites! Call Today!",1
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/new-renovated-1-bedroom-apartment-call-today/1631151000,NEW |  Renovated 1 Bedroom Apartment | Call Today!,$,"2,239",Toronto,09-09-2022,"Hurry! Limited Time offer. Move-in on or before October 1st and get 1-month free rent for October on Select suites Hurry! Limited Time offer. Move-in on or before October 1st and get 1-month free ...
                        
                            
                            
                                
                            
                            
                        

                        
                            
                                Incentives, Virtual Tours &amp; Incredible Suites! Call Today.",1
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/0-bedroom-1-bathroom-apartment-for-rent-470-roncesvalles/1631153131,"0 Bedroom, 1 Bathroom Apartment for Rent - 470 Roncesvalles",$,"1,619",Toronto,09-09-2022,Hurry! Limited Time offer. Move-in on or before October 1st and get 1-month free rent for October on Select suites Hurry! Limited Time offer. Move-in on or before October 1st and get 1-month free ...,"Beds:
                                                     Bachelor/Studio"
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1br-2br-brand-new-condo-units-at-parliament-richmond-st/1630010860,1BR & 2BR Brand new Condo units at Parliament & Richmond St !!,$,"2,500",City of Toronto,06-09-2022,"Looking for a couple/working professionals to lease brand new Condo units at Parliament & Richmond St available immediately !! Steps to Distillery District, Loblaws, Dundas TTC Subway, Bars/Restos, ...
                        
                            
                            
                                
                            
                            
                        

                        
                            
                                Leasing Condos all over GTA!! Studio, 1 Bedroom, 1+Den, 2 bedroom, 3 Bedroom....CALL NOW!!",2
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1br-2br-brand-new-condo-units-at-parliament-richmond-st/1630010860,1BR & 2BR Brand new Condo units at Parliament & Richmond St !!,$,"2,500",City of Toronto,06-09-2022,"Looking for a couple/working professionals to lease brand new Condo units at Parliament & Richmond St available immediately !! Steps to Distillery District, Loblaws, Dundas TTC Subway, Bars/Restos, ...
                        
                            
                            
                                
                            
                            
                        

                        
                            
                                Leasing Condos all over GTA!! Studio, 1 Bedroom, 1+Den, 2 bedroom, 3 Bedroom....CALL NOW!!",2
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1570-lawrence-avenue-west-2-bedroom-apartment-for-rent/1627716030,1570 Lawrence Avenue West  - 2 Bedroom Apartment for Rent,$,"2,399",Toronto,09-09-2022,"Luxury rentals coming up at 1570 Lawrence Avenue West, located in the North York region of Toronto. Enquire now for 1, 2 & 3 bedroom suites available from Summer, 2022 This property is located in the ...
                        
                            
                            
                                
                            
                            
                        

                        
                            
                                Luxury 1, 2 & 3 Bedroom Rental Suites coming up at 1570 Lawrence Avenue West. Join our Waitlist Today!",2
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-suite-newly-renovated-fmr-free-call-today/1631153130,2 Bedroom Suite | Newly Renovated| FMR FREE Call Today!,$,"2,269",City of Toronto,31-08-2022,"Beautiful, and newly renovated Bachelor, one and two bedroom suites available now! Do not miss out on calling 50 Driftwood your home, Ruby Heights, located in the North York district of Toronto, has ...
                        
                            
                            
                                
                            
                            
                        

                        
                            
                                Incredible Incentives, Virtual Tours &amp; Incredible Suites! Call Today!",2
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bed-1-bath-for-rent/1624808036,2 BED 1 BATH FOR RENT,$,"2,500",City of Toronto,05-09-2022,SEPARATE ENTRANCE,2
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/eglitnon-allen-road-one-bedroom-at-subway/1454755748,Eglitnon /Allen Road-  one bedroom at subway,$,"1,650",City of Toronto,23-08-2022,"We have a One bedroom apartment available in a quiet low rise apartment building across from Eglinton Avenue, West, subway, and next to a park. Rent is from $1650.00/month for the one bedroom apt. ...",1
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/promo-save-2-400-large-2-bedroom-den-yonge-wellesley-call/1631151146,"PROMO! SAVE $2,400  Large 2 Bedroom+Den - Yonge/Wellesley - Call",$,"2,539",Toronto,09-09-2022,"Incredible bachelor,1 and 2 bedroom apartments are available for rent now! Do not miss out on boutique living in the city! Live in the beating heart of the city, tucked away from the hustle and ...
                        
                            
                            
                                
                            
                            
                        

                        
                            
                                Incredible Incentives, Virtual Tours &amp; Incredible Suites! Call Today!",2
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/roncesvalles-2-bedroom-apartment-for-rent-55-triller-avenue/1567580215,Roncesvalles 2 Bedroom Apartment for Rent - 55 Triller Avenue,$,"2,548",Toronto,09-09-2022,"Current Promotions View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing. (647) 490-0601Virtual Open House: View our units by clicking ...",2
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/roncesvalles-bachelor-apartment-for-rent-55-triller-avenue/1567580209,Roncesvalles Bachelor Apartment for Rent - 55 Triller Avenue,$,"1,644",Toronto,09-09-2022,"Current Promotions View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing. (647) 490-0601Virtual Open House: View our units by clicking ...","Beds:
                                                     Bachelor/Studio"
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/promo-1-bedroom-apartment-save-3-200-7-000-call-now/1631150891,"PROMO! 1 Bedroom Apartment - | SAVE $3,200 - 7,000 Call now",$,"1,979",Toronto,09-09-2022,"Hurry! Limited Time offer. Move-in on or before October 1st and get 1-month free rent for October on Select suites Hurry! Limited Time offer. Move-in on or before October 1st and get 1-month free ...
                        
                            
                            
                                
                            
                            
                        

                        
                            
                                FLASH SALE | Incredible Incentives, Virtual Tours &amp; Incredible Suites! Call Today!",1
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/promotion-bachelor-suite-newly-renovated-call-today/1631150870,PROMOTION  | Bachelor Suite - Newly Renovated | Call today!,$,"2,009",Toronto,09-09-2022,"Hurry! Limited Time offer. Move-in on or before October 1st and get 1-month free rent for October on Select suites Hurry! Limited Time offer. Move-in on or before October 1st and get 1-month free ...
                        
                            
                            
                                
                            
                            
                        

                        
                            
                                Incentives, Virtual Tours &amp; Incredible Suites! Call Today.","Beds:
                                                     Bachelor/Studio"
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/etobicoke-2-bedroom-apartment-for-rent-40-stevenson-road/1568954894,Etobicoke 2 Bedroom Apartment for Rent - 40 Stevenson Road,$,"2,449",Etobicoke,09-09-2022,"Current Promotions View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing. (437) 237-8128Virtual Open House: View our units by clicking ...",2
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/etobicoke-1-bedroom-apartment-for-rent-40-stevenson-road/1606607669,Etobicoke 1 Bedroom Apartment for Rent - 40 Stevenson Road,$,"2,149",Etobicoke,09-09-2022,"Current Promotions View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing. (437) 237-8128Virtual Open House: View our units by clicking ...",1
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/lease-entire-detached-house-:-bed-4-wr-3-parking-6-basement/1632319728,"Lease entire Detached house : Bed 4 ,WR 3, Parking 6 + Basement",$,"3,300",Pickering,09-09-2022,"Entire Detached house for lease / rent : AVAILABLE NOW FOR IMMEDIATE MOVE-IN! Lease entire Detached house : 4 Beds , 3 Washrooms, 6 Parking and Basement. I am renting my house, spacious over 3000 ...",4
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/large-bachelor-at-warden-station-500gc-promo-available/1631276496,Large Bachelor at Warden Station - $500GC promo available,$,"1,710",Scarborough,09-09-2022,"50 Burnhill Rd., Scarborough Burnhill Rd. & Warden Ave. Monthly rent: Starting from $1710/month Utilities: Heat included, water and hydro extra Parking: $145 per month/indoor OR $110 per ...","Beds:
                                                     Bachelor/Studio"
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/spacious-2-bedroom-in-the-beaches-open-house-saturdays/1505826459,SPACIOUS 2 Bedroom in The Beaches ~~ Open House Saturdays!,$,"2,433",Toronto,09-09-2022,"3000, 3015 & 3017 Queen St. E., Scarborough (The Beaches) Queen St. E & Victoria Park Ave. Monthly rent: Starting from $2433/month Utilities: Heat and water included, hydro extra Parking: $130 per ...",2
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/renovated-1-bedroom-near-dvp/1550311090,Renovated 1 Bedroom  ~ near DVP!,$,"2,080",City of Toronto,09-09-2022,"74 Curlew Drive (North York) Lawrence Ave E. & Victoria Park Ave. Monthly rent: Starting from $1999/month Utilities: Heat included, hydro and water extra Parking: $135 per month/indoor or $120 per ...",1
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/new-renos-large-1-bed-north-york-near-hwy-400-401/1505795501,"NEW RENOS, LARGE 1 Bed (North York) Near Hwy 400/401",$,"1,940",Toronto,09-09-2022,2801 Jane St. Jane St. & Finch Ave. W Rent: Starting from $1940/month Utilities: Heat included Parking: $95 per month/indoor OR $85 per month/outdoor Suite Features: Spacious layouts Thorough ...,1
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/live-in-the-beaches-renovated-bachelor/1505787717,Live in The Beaches ~ Renovated Bachelor,$,"1,750",Toronto,09-09-2022,"2367 Queen St East,Scarborough (The Beaches) Queen St. E & Victoria Park Ave Monthly rent: Starting from $1750/month Utilities: Heat included, hydro and water extra Suite Features: Thorough cleaning ...","Beds:
                                                     Bachelor/Studio"
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/warden-st-clair-1-bedroom-reno-suites-pet-friendly/1603402397,Warden & St Clair 1 bedroom reno suites - Pet Friendly!,$,"1,936",Scarborough,09-09-2022,"50 Burnhill Rd., Scarborough Burnhill Rd. & Warden Ave. Monthly rent: Starting from $1936/month Utilities: Heat included, water and hydro extra Parking: $145 per month/indoor OR $110 per ...",1
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/large-renovated-1-bedroom-in-the-beaches/1529878252,LARGE Renovated 1 Bedroom ~ In The Beaches!,$,"1,822",City of Toronto,09-09-2022,"2402-2406 Queen St East,Scarborough (The Beaches) Queen St. E & Victoria Park Ave. Monthly rent: Starting from $1822/month Utilities: Heat and water included, hydro extra Parking: $118 per month Join ...",1
